year,month,inflation,interest,unemployment,CPI,senate_pol,house_pol,approval,disapproval,president
1955,5,-0.7,1.43,4.3,26.7,0.510724656,0.556349104,68,16,Eisenhower
1955,6,-0.7,1.64,4.2,,0.510724656,0.556349104,67,15,Eisenhower
1955,6,-0.7,1.64,4.2,,0.510724656,0.556349104,70,16,Eisenhower
1955,7,-0.4,1.68,4.0,,0.510724656,0.556349104,72,18,Eisenhower
1955,8,-0.4,1.96,4.2,26.8,0.510724656,0.556349104,71,16,Eisenhower
1955,8,-0.4,1.96,4.2,26.8,0.510724656,0.556349104,76,11,Eisenhower
1955,9,0.4,2.18,4.1,26.9,0.510724656,0.556349104,71,16,Eisenhower
1955,10,0.4,2.24,4.3,26.9,0.510724656,0.556349104,,,
1955,11,0.4,2.35,4.2,26.9,0.510724656,0.556349104,78,13,Eisenhower
1955,12,0.4,2.48,4.2,26.8,0.510724656,0.556349104,75,13,Eisenhower
1956,1,0.4,2.45,4.0,26.8,,,77,14,Eisenhower
1956,1,0.4,2.45,4.0,26.8,,,76,12,Eisenhower
1956,2,0.4,2.5,3.9,26.8,,,75,15,Eisenhower
1956,3,0.4,2.5,4.2,26.8,,,73,17,Eisenhower
1956,3,0.4,2.5,4.2,26.8,,,72,18,Eisenhower
1956,4,0.7,2.62,4.0,26.9,,,69,19,Eisenhower
1956,5,1.1,2.75,4.3,27.0,,,69,17,Eisenhower
1956,6,1.9,2.71,4.3,,,,73,18,Eisenhower
1956,6,1.9,2.71,4.3,,,,71,19,Eisenhower
1956,7,2.2,2.75,4.4,,,,70,20,Eisenhower
1956,8,1.9,2.73,4.1,27.3,,,68,19,Eisenhower
1956,9,1.9,2.95,3.9,27.4,,,,,
1956,10,2.2,2.96,3.9,27.5,,,,,
1956,11,2.2,2.88,4.3,27.5,,,75,15,Eisenhower
1956,12,3,2.94,4.2,27.6,,,79,11,Eisenhower
1957,1,3,2.84,4.2,27.6,0.501816431,0.550999755,73,14,Eisenhower
1957,2,3.4,3.0,3.9,27.7,0.501816431,0.550999755,72,16,Eisenhower
1957,3,3.7,2.96,3.7,27.8,0.501816431,0.550999755,65,20,Eisenhower
1957,3,3.7,2.96,3.7,27.8,0.501816431,0.550999755,72,17,Eisenhower
1957,4,3.7,3.0,3.9,27.9,0.501816431,0.550999755,64,23,Eisenhower
1957,4,3.7,3.0,3.9,27.9,0.501816431,0.550999755,67,21,Eisenhower
1957,5,3.7,3.0,4.1,28.0,0.501816431,0.550999755,62,23,Eisenhower
1957,6,3.3,3.0,4.3,,0.501816431,0.550999755,63,23,Eisenhower
1957,6,3.3,3.0,4.3,,0.501816431,0.550999755,64,22,Eisenhower
1957,7,3.3,2.99,4.2,,0.501816431,0.550999755,65,22,Eisenhower
1957,8,3.7,3.24,4.1,28.3,0.501816431,0.550999755,63,20,Eisenhower
1957,9,3.3,3.47,4.4,28.3,0.501816431,0.550999755,59,26,Eisenhower
1957,9,3.3,3.47,4.4,28.3,0.501816431,0.550999755,59,23,Eisenhower
1957,10,2.9,3.5,4.5,28.3,0.501816431,0.550999755,57,27,Eisenhower
1957,11,3.3,3.28,5.1,28.4,0.501816431,0.550999755,58,27,Eisenhower
1957,12,2.9,2.98,5.2,28.4,0.501816431,0.550999755,,,
1958,1,3.6,2.72,5.8,28.6,,,58,27,Eisenhower
1958,1,3.6,2.72,5.8,28.6,,,60,30,Eisenhower
1958,2,3.2,1.67,6.4,28.6,,,54,33,Eisenhower
1958,3,3.6,1.2,6.7,28.8,,,48,36,Eisenhower
1958,3,3.6,1.2,6.7,28.8,,,51,33,Eisenhower
1958,4,3.6,1.26,7.4,28.9,,,54,31,Eisenhower
1958,5,3.2,0.63,7.4,28.9,,,54,31,Eisenhower
1958,5,3.2,0.63,7.4,28.9,,,53,32,Eisenhower
1958,6,2.8,0.93,7.3,,,,,,
1958,7,2.5,0.68,7.5,,,,52,32,Eisenhower
1958,8,2.1,1.53,7.4,28.9,,,56,27,Eisenhower
1958,8,2.1,1.53,7.4,28.9,,,58,27,Eisenhower
1958,9,2.1,1.76,7.1,28.9,,,54,28,Eisenhower
1958,9,2.1,1.76,7.1,28.9,,,57,29,Eisenhower
1958,10,2.1,1.8,6.7,28.9,,,57,27,Eisenhower
1958,11,2.1,2.27,6.2,29.0,,,52,30,Eisenhower
1958,12,1.8,2.42,6.2,28.9,,,57,32,Eisenhower
1959,1,1.4,2.48,6.0,29.0,0.528392206,0.562427739,57,27,Eisenhower
1959,2,1,2.43,5.9,28.9,0.528392206,0.562427739,59,26,Eisenhower
1959,3,0.3,2.8,5.6,28.9,0.528392206,0.562427739,58,26,Eisenhower
1959,4,0.3,2.96,5.2,29.0,0.528392206,0.562427739,62,23,Eisenhower
1959,5,0.3,2.9,5.1,29.0,0.528392206,0.562427739,64,21,Eisenhower
1959,5,0.3,2.9,5.1,29.0,0.528392206,0.562427739,60,24,Eisenhower
1959,6,0.7,3.39,5.0,,0.528392206,0.562427739,62,23,Eisenhower
1959,7,0.7,3.47,5.1,,0.528392206,0.562427739,61,26,Eisenhower
1959,8,1,3.5,5.2,29.2,0.528392206,0.562427739,67,20,Eisenhower
1959,9,1.4,3.76,5.5,29.3,0.528392206,0.562427739,66,20,Eisenhower
1959,10,1.7,3.98,5.7,29.4,0.528392206,0.562427739,67,19,Eisenhower
1959,11,1.4,4.0,5.8,29.4,0.528392206,0.562427739,65,21,Eisenhower
1959,12,1.7,3.99,5.3,29.4,0.528392206,0.562427739,77,15,Eisenhower
1959,12,1.7,3.99,5.3,29.4,0.528392206,0.562427739,67,18,Eisenhower
1960,1,1,3.99,5.2,29.3,,,66,19,Eisenhower
1960,2,1.7,3.97,4.8,29.4,,,64,22,Eisenhower
1960,3,1.7,3.84,5.4,29.4,,,64,22,Eisenhower
1960,4,1.7,3.92,5.2,29.5,,,62,22,Eisenhower
1960,4,1.7,3.92,5.2,29.5,,,65,22,Eisenhower
1960,5,1.7,3.85,5.1,29.5,,,65,22,Eisenhower
1960,6,1.7,3.32,5.4,,,,61,24,Eisenhower
1960,7,1.4,3.23,5.5,,,,49,33,Eisenhower
1960,7,1.4,3.23,5.5,,,,57,27,Eisenhower
1960,8,1.4,2.98,5.6,29.6,,,61,28,Eisenhower
1960,8,1.4,2.98,5.6,29.6,,,63,24,Eisenhower
1960,8,1.4,2.98,5.6,29.6,,,63,26,Eisenhower
1960,9,1,2.6,5.5,29.6,,,65,26,Eisenhower
1960,9,1,2.6,5.5,29.6,,,58,28,Eisenhower
1960,10,1.4,2.47,6.1,29.8,,,58,31,Eisenhower
1960,11,1.4,2.44,6.1,29.8,,,59,26,Eisenhower
1960,12,1.4,1.98,6.6,29.8,,,59,28,Eisenhower
1961,1,1.7,1.45,6.6,29.8,0.546842308,0.539655032,,,
1961,2,1.4,2.54,6.9,29.8,0.546842308,0.539655032,72,6,Kennedy
1961,3,1.4,2.02,6.9,29.8,0.546842308,0.539655032,73,7,Kennedy
1961,4,1,1.49,7.0,29.8,0.546842308,0.539655032,82,5,Kennedy
1961,4,1,1.49,7.0,29.8,0.546842308,0.539655032,78,6,Kennedy
1961,5,1,1.98,7.1,29.8,0.546842308,0.539655032,74,11,Kennedy
1961,5,1,1.98,7.1,29.8,0.546842308,0.539655032,75,10,Kennedy
1961,5,1,1.98,7.1,29.8,0.546842308,0.539655032,77,9,Kennedy
1961,6,0.7,1.73,6.9,,0.546842308,0.539655032,72,14,Kennedy
1961,7,1.4,1.17,7.0,,0.546842308,0.539655032,75,12,Kennedy
1961,8,1,2.0,6.6,29.9,0.546842308,0.539655032,76,12,Kennedy
1961,9,1.4,1.88,6.7,30.0,0.546842308,0.539655032,79,10,Kennedy
1961,10,0.7,2.26,6.5,30.0,0.546842308,0.539655032,77,12,Kennedy
1961,11,0.7,2.61,6.1,30.0,0.546842308,0.539655032,79,9,Kennedy
1961,12,0.7,2.33,6.0,30.0,0.546842308,0.539655032,77,11,Kennedy
1962,1,0.7,2.15,5.8,30.0,,,79,10,Kennedy
1962,2,1,2.37,5.5,30.1,,,78,11,Kennedy
1962,3,1,2.85,5.6,30.1,,,79,12,Kennedy
1962,4,1.3,2.78,5.6,30.2,,,77,13,Kennedy
1962,5,1.3,2.36,5.5,30.2,,,74,16,Kennedy
1962,6,1.3,2.68,5.5,,,,69,19,Kennedy
1962,6,1.3,2.68,5.5,,,,71,19,Kennedy
1962,7,1,2.71,5.4,,,,66,23,Kennedy
1962,8,1.3,2.93,5.7,30.3,,,67,20,Kennedy
1962,9,1.3,2.9,5.6,30.4,,,63,22,Kennedy
1962,10,1.3,2.9,5.4,30.4,,,61,25,Kennedy
1962,11,1.3,2.94,5.7,30.4,,,74,14,Kennedy
1962,12,1.3,2.93,5.5,30.4,,,76,13,Kennedy
1963,1,1.3,2.92,5.7,30.4,0.569598155,0.548062376,74,14,Kennedy
1963,2,1,3.0,5.9,30.4,0.569598155,0.548062376,70,18,Kennedy
1963,3,1.3,2.98,5.7,30.5,0.569598155,0.548062376,67,20,Kennedy
1963,4,1,2.9,5.7,30.5,0.569598155,0.548062376,66,21,Kennedy
1963,5,1,3.0,5.9,30.5,0.569598155,0.548062376,64,24,Kennedy
1963,5,1,3.0,5.9,30.5,0.569598155,0.548062376,65,23,Kennedy
1963,5,1,3.0,5.9,30.5,0.569598155,0.548062376,64,25,Kennedy
1963,6,1.3,2.99,5.6,,0.569598155,0.548062376,61,26,Kennedy
1963,7,1.3,3.02,5.6,,0.569598155,0.548062376,61,27,Kennedy
1963,8,1.3,3.49,5.4,30.7,0.569598155,0.548062376,62,26,Kennedy
1963,9,1,3.48,5.5,30.7,0.569598155,0.548062376,56,29,Kennedy
1963,10,1.3,3.5,5.5,30.8,0.569598155,0.548062376,58,29,Kennedy
1963,11,1.3,3.48,5.7,30.8,0.569598155,0.548062376,58,30,Kennedy
1963,12,1.6,3.38,5.5,30.9,0.569598155,0.548062376,74,4,Johnson
1963,12,1.6,3.38,5.5,30.9,0.569598155,0.548062376,78,2,Johnson
1964,1,1.6,3.48,5.6,30.9,,,77,5,Johnson
1964,2,1.6,3.48,5.4,30.9,,,73,9,Johnson
1964,2,1.6,3.48,5.4,30.9,,,76,8,Johnson
1964,3,1.3,3.43,5.4,30.9,,,75,12,Johnson
1964,3,1.3,3.43,5.4,30.9,,,77,9,Johnson
1964,3,1.3,3.43,5.4,30.9,,,79,9,Johnson
1964,4,1.3,3.47,5.3,30.9,,,75,11,Johnson
1964,5,1.3,3.5,5.1,30.9,,,74,13,Johnson
1964,5,1.3,3.5,5.1,30.9,,,75,10,Johnson
1964,6,1.3,3.5,5.2,,,,74,15,Johnson
1964,6,1.3,3.5,5.2,,,,74,14,Johnson
1964,6,1.3,3.5,5.2,,,,74,12,Johnson
1964,7,1.3,3.42,4.9,,,,,,
1964,8,1,3.5,5.0,31.0,,,,,
1964,9,1.3,3.45,5.1,31.1,,,,,
1964,10,1,3.36,5.1,31.1,,,,,
1964,11,1.3,3.52,4.8,31.2,,,70,19,Johnson
1964,12,1,3.85,5.0,31.2,,,69,18,Johnson
1965,1,1,3.9,4.9,31.2,0.576847186,0.546589294,70,15,Johnson
1965,1,1,3.9,4.9,31.2,0.576847186,0.546589294,71,15,Johnson
1965,2,1,3.98,5.1,31.2,0.576847186,0.546589294,68,18,Johnson
1965,3,1.3,4.05,4.7,31.3,0.576847186,0.546589294,69,21,Johnson
1965,3,1.3,4.05,4.7,31.3,0.576847186,0.546589294,68,18,Johnson
1965,4,1.6,4.09,4.8,31.4,0.576847186,0.546589294,64,22,Johnson
1965,4,1.6,4.09,4.8,31.4,0.576847186,0.546589294,67,22,Johnson
1965,5,1.6,4.1,4.6,31.4,0.576847186,0.546589294,70,18,Johnson
1965,6,1.9,4.05,4.6,,0.576847186,0.546589294,65,21,Johnson
1965,6,1.9,4.05,4.6,,0.576847186,0.546589294,69,19,Johnson
1965,7,1.6,4.09,4.4,,0.576847186,0.546589294,65,20,Johnson
1965,8,1.9,4.12,4.4,31.6,0.576847186,0.546589294,64,25,Johnson
1965,8,1.9,4.12,4.4,31.6,0.576847186,0.546589294,65,22,Johnson
1965,9,1.6,4.02,4.3,31.6,0.576847186,0.546589294,63,24,Johnson
1965,10,1.9,4.08,4.2,31.7,0.576847186,0.546589294,65,22,Johnson
1965,10,1.9,4.08,4.2,31.7,0.576847186,0.546589294,66,21,Johnson
1965,11,1.6,4.1,4.1,31.7,0.576847186,0.546589294,62,22,Johnson
1965,12,1.9,4.32,4.0,31.8,0.576847186,0.546589294,63,26,Johnson
1966,1,1.9,4.42,4.0,31.8,,,61,27,Johnson
1966,1,1.9,4.42,4.0,31.8,,,59,24,Johnson
1966,2,2.6,4.6,3.8,32.0,,,56,34,Johnson
1966,3,2.6,4.66,3.8,32.1,,,57,28,Johnson
1966,3,2.6,4.66,3.8,32.1,,,58,28,Johnson
1966,4,2.9,4.67,3.8,32.3,,,54,33,Johnson
1966,5,2.9,4.9,3.9,32.3,,,50,33,Johnson
1966,5,2.9,4.9,3.9,32.3,,,46,34,Johnson
1966,6,2.5,5.17,3.8,,,,48,39,Johnson
1966,7,2.8,5.3,3.8,,,,51,38,Johnson
1966,7,2.8,5.3,3.8,,,,56,30,Johnson
1966,8,3.5,5.53,3.8,32.7,,,47,39,Johnson
1966,9,3.5,5.4,3.7,32.7,,,46,39,Johnson
1966,10,3.8,5.53,3.7,32.9,,,44,41,Johnson
1966,10,3.8,5.53,3.7,32.9,,,44,42,Johnson
1966,11,3.8,5.76,3.6,32.9,,,49,35,Johnson
1966,12,3.5,5.4,3.8,32.9,,,44,47,Johnson
1967,1,3.5,4.94,3.9,32.9,0.55190625,0.538546455,46,37,Johnson
1967,1,3.5,4.94,3.9,32.9,0.55190625,0.538546455,47,37,Johnson
1967,2,2.8,5.0,3.8,32.9,0.55190625,0.538546455,45,42,Johnson
1967,3,2.8,4.53,3.8,33.0,0.55190625,0.538546455,45,41,Johnson
1967,4,2.5,4.05,3.8,33.1,0.55190625,0.538546455,48,37,Johnson
1967,4,2.5,4.05,3.8,33.1,0.55190625,0.538546455,46,38,Johnson
1967,5,2.8,3.94,3.8,33.2,0.55190625,0.538546455,45,39,Johnson
1967,6,2.8,3.98,3.9,,0.55190625,0.538546455,51,35,Johnson
1967,6,2.8,3.98,3.9,,0.55190625,0.538546455,44,40,Johnson
1967,7,2.8,3.79,3.8,,0.55190625,0.538546455,47,39,Johnson
1967,8,2.4,3.9,3.8,33.5,0.55190625,0.538546455,39,48,Johnson
1967,8,2.4,3.9,3.8,33.5,0.55190625,0.538546455,40,48,Johnson
1967,9,2.8,3.99,3.8,33.6,0.55190625,0.538546455,38,48,Johnson
1967,10,2.4,3.88,4.0,33.7,0.55190625,0.538546455,41,49,Johnson
1967,10,2.4,3.88,4.0,33.7,0.55190625,0.538546455,38,50,Johnson
1967,11,2.7,4.13,3.9,33.8,0.55190625,0.538546455,42,46,Johnson
1967,12,3,4.51,3.8,33.9,0.55190625,0.538546455,46,41,Johnson
1968,1,3.6,4.61,3.7,34.1,,,48,39,Johnson
1968,2,4,4.71,3.8,34.2,,,41,48,Johnson
1968,2,4,4.71,3.8,34.2,,,41,47,Johnson
1968,3,3.9,5.05,3.7,34.3,,,36,52,Johnson
1968,4,3.9,5.76,3.5,34.4,,,50,38,Johnson
1968,5,3.9,6.12,3.5,34.5,,,41,45,Johnson
1968,5,3.9,6.12,3.5,34.5,,,46,43,Johnson
1968,6,4.2,6.07,3.7,,,,40,47,Johnson
1968,6,4.2,6.07,3.7,,,,42,45,Johnson
1968,7,4.5,6.03,3.7,,,,40,47,Johnson
1968,8,4.5,6.03,3.5,35.0,,,35,52,Johnson
1968,9,4.5,5.78,3.4,35.1,,,42,51,Johnson
1968,10,4.7,5.91,3.4,35.3,,,,,
1968,11,4.7,5.82,3.4,35.4,,,43,44,Johnson
1968,12,4.7,6.02,3.4,35.5,,,44,43,Johnson
1969,1,4.4,6.3,3.4,35.6,0.539892633,0.564391116,59,5,Nixon
1969,1,4.4,6.3,3.4,35.6,0.539892633,0.564391116,49,37,Johnson
1969,2,4.7,6.61,3.4,35.8,0.539892633,0.564391116,60,6,Nixon
1969,3,5.2,6.79,3.4,36.1,0.539892633,0.564391116,63,10,Nixon
1969,3,5.2,6.79,3.4,36.1,0.539892633,0.564391116,65,9,Nixon
1969,4,5.5,7.41,3.4,36.3,0.539892633,0.564391116,61,12,Nixon
1969,5,5.5,8.67,3.4,36.4,0.539892633,0.564391116,62,15,Nixon
1969,5,5.5,8.67,3.4,36.4,0.539892633,0.564391116,65,12,Nixon
1969,5,5.5,8.67,3.4,36.4,0.539892633,0.564391116,62,15,Nixon
1969,6,5.5,8.9,3.5,,0.539892633,0.564391116,63,16,Nixon
1969,7,5.4,8.61,3.5,,0.539892633,0.564391116,65,17,Nixon
1969,7,5.4,8.61,3.5,,0.539892633,0.564391116,58,22,Nixon
1969,8,5.7,9.19,3.5,37.0,0.539892633,0.564391116,62,20,Nixon
1969,9,5.7,9.15,3.7,37.1,0.539892633,0.564391116,58,23,Nixon
1969,9,5.7,9.15,3.7,37.1,0.539892633,0.564391116,60,24,Nixon
1969,10,5.7,9.0,3.7,37.3,0.539892633,0.564391116,56,29,Nixon
1969,10,5.7,9.0,3.7,37.3,0.539892633,0.564391116,57,24,Nixon
1969,11,5.9,8.85,3.5,37.5,0.539892633,0.564391116,67,19,Nixon
1969,12,6.2,8.97,3.5,37.7,0.539892633,0.564391116,59,23,Nixon
1970,1,6.2,8.98,3.9,37.8,,,64,24,Nixon
1970,1,6.2,8.98,3.9,37.8,,,63,23,Nixon
1970,1,6.2,8.98,3.9,37.8,,,61,22,Nixon
1970,2,6.1,8.98,4.2,38.0,,,56,27,Nixon
1970,3,5.8,7.76,4.4,38.2,,,54,34,Nixon
1970,4,6.1,8.1,4.6,38.5,,,56,31,Nixon
1970,5,6,7.95,4.8,38.6,,,59,29,Nixon
1970,5,6,7.95,4.8,38.6,,,57,32,Nixon
1970,6,6,7.61,4.9,,,,55,31,Nixon
1970,7,6,7.21,5.0,,,,61,28,Nixon
1970,8,5.4,6.62,5.1,39.0,,,55,31,Nixon
1970,8,5.4,6.62,5.1,39.0,,,55,32,Nixon
1970,9,5.7,6.29,5.4,39.2,,,51,31,Nixon
1970,9,5.7,6.29,5.4,39.2,,,57,30,Nixon
1970,10,5.6,6.2,5.5,39.4,,,58,27,Nixon
1970,11,5.6,5.6,5.9,39.6,,,57,30,Nixon
1970,12,5.6,4.9,6.1,39.8,,,52,34,Nixon
1971,1,5.3,4.14,5.9,39.8,0.519972222,0.564948263,56,33,Nixon
1971,2,5,3.72,5.9,39.9,0.519972222,0.564948263,49,37,Nixon
1971,3,4.7,3.71,6.0,40.0,0.519972222,0.564948263,50,37,Nixon
1971,4,4.2,4.16,5.9,40.1,0.519972222,0.564948263,50,38,Nixon
1971,4,4.2,4.16,5.9,40.1,0.519972222,0.564948263,49,38,Nixon
1971,5,4.4,4.63,5.9,40.3,0.519972222,0.564948263,50,35,Nixon
1971,6,4.6,4.91,5.9,,0.519972222,0.564948263,48,39,Nixon
1971,6,4.6,4.91,5.9,,0.519972222,0.564948263,48,37,Nixon
1971,7,4.4,5.31,6.0,,0.519972222,0.564948263,50,37,Nixon
1971,8,4.6,5.57,6.1,40.8,0.519972222,0.564948263,49,38,Nixon
1971,9,4.1,5.55,6.0,40.8,0.519972222,0.564948263,,,
1971,10,3.8,5.2,5.8,40.9,0.519972222,0.564948263,49,37,Nixon
1971,10,3.8,5.2,5.8,40.9,0.519972222,0.564948263,52,38,Nixon
1971,11,3.3,4.91,6.0,40.9,0.519972222,0.564948263,,,
1971,12,3.3,4.14,6.0,41.1,0.519972222,0.564948263,50,37,Nixon
1972,1,3.3,3.51,5.8,41.1,,,49,39,Nixon
1972,2,3.5,3.3,5.7,41.3,,,52,37,Nixon
1972,3,3.5,3.83,5.8,41.4,,,53,36,Nixon
1972,3,3.5,3.83,5.8,41.4,,,56,32,Nixon
1972,4,3.5,4.17,5.7,41.5,,,54,37,Nixon
1972,5,3.2,4.27,5.7,41.6,,,62,30,Nixon
1972,6,2.7,4.46,5.7,,,,56,33,Nixon
1972,6,2.7,4.46,5.7,,,,59,30,Nixon
1972,7,2.9,4.55,5.6,,,,,,
1972,8,2.9,4.81,5.6,42.0,,,,,
1972,9,3.2,4.87,5.5,42.1,,,,,
1972,10,3.4,5.05,5.6,42.3,,,,,
1972,11,3.7,5.06,5.3,42.4,,,62,28,Nixon
1972,12,3.4,5.33,5.2,42.5,,,59,30,Nixon
1973,1,3.6,5.94,4.9,42.6,0.590679315,0.584411069,67,25,Nixon
1973,1,3.6,5.94,4.9,42.6,0.590679315,0.584411069,51,37,Nixon
1973,2,3.9,6.58,5.0,42.9,0.590679315,0.584411069,65,25,Nixon
1973,3,4.6,7.09,4.9,43.3,0.590679315,0.584411069,57,34,Nixon
1973,4,5.1,7.12,5.0,43.6,0.590679315,0.584411069,48,40,Nixon
1973,4,5.1,7.12,5.0,43.6,0.590679315,0.584411069,54,36,Nixon
1973,5,5.5,7.84,4.9,43.9,0.590679315,0.584411069,44,45,Nixon
1973,5,5.5,7.84,4.9,43.9,0.590679315,0.584411069,45,42,Nixon
1973,6,6,8.49,4.9,,0.590679315,0.584411069,44,45,Nixon
1973,6,6,8.49,4.9,,0.590679315,0.584411069,44,44,Nixon
1973,7,5.7,10.4,4.8,,0.590679315,0.584411069,39,49,Nixon
1973,8,7.4,10.5,4.8,45.1,0.590679315,0.584411069,36,54,Nixon
1973,8,7.4,10.5,4.8,45.1,0.590679315,0.584411069,31,58,Nixon
1973,9,7.4,10.78,4.8,45.2,0.590679315,0.584411069,33,59,Nixon
1973,9,7.4,10.78,4.8,45.2,0.590679315,0.584411069,34,56,Nixon
1973,10,7.8,10.01,4.6,45.6,0.590679315,0.584411069,27,60,Nixon
1973,10,7.8,10.01,4.6,45.6,0.590679315,0.584411069,30,57,Nixon
1973,11,8.3,10.03,4.8,45.9,0.590679315,0.584411069,27,63,Nixon
1973,12,8.7,9.95,4.9,46.2,0.590679315,0.584411069,29,60,Nixon
1973,12,8.7,9.95,4.9,46.2,0.590679315,0.584411069,31,59,Nixon
1974,1,9.4,9.65,5.1,46.6,,,26,64,Nixon
1974,1,9.4,9.65,5.1,46.6,,,27,63,Nixon
1974,2,10,8.97,5.2,47.2,,,25,64,Nixon
1974,2,10,8.97,5.2,47.2,,,27,63,Nixon
1974,2,10,8.97,5.2,47.2,,,28,59,Nixon
1974,3,10.4,9.35,5.1,47.8,,,26,65,Nixon
1974,3,10.4,9.35,5.1,47.8,,,26,62,Nixon
1974,4,10.1,10.51,5.1,48.0,,,26,60,Nixon
1974,4,10.1,10.51,5.1,48.0,,,25,62,Nixon
1974,5,10.7,11.31,5.1,48.6,,,26,61,Nixon
1974,5,10.7,11.31,5.1,48.6,,,25,61,Nixon
1974,5,10.7,11.31,5.1,48.6,,,25,58,Nixon
1974,6,10.9,11.93,5.4,,,,28,58,Nixon
1974,6,10.9,11.93,5.4,,,,26,61,Nixon
1974,6,10.9,11.93,5.4,,,,28,61,Nixon
1974,7,11.5,12.92,5.5,,,,24,63,Nixon
1974,8,10.9,12.01,5.5,50.0,,,71,3,Ford
1974,8,10.9,12.01,5.5,50.0,,,24,66,Nixon
1974,9,11.9,11.34,5.9,50.6,,,50,28,Ford
1974,9,11.9,11.34,5.9,50.6,,,66,13,Ford
1974,10,12.1,10.06,6.0,51.1,,,54,28,Ford
1974,10,12.1,10.06,6.0,51.1,,,52,29,Ford
1974,11,12.2,9.45,6.6,51.5,,,48,32,Ford
1974,11,12.2,9.45,6.6,51.5,,,47,33,Ford
1974,12,12.3,8.53,7.2,51.9,,,42,41,Ford
1975,1,11.8,7.13,8.1,52.1,0.595383089,0.580227891,39,43,Ford
1975,1,11.8,7.13,8.1,52.1,0.595383089,0.580227891,37,39,Ford
1975,2,11.2,6.24,8.1,52.5,0.595383089,0.580227891,,,
1975,3,10.3,5.54,8.6,52.7,0.595383089,0.580227891,37,43,Ford
1975,3,10.3,5.54,8.6,52.7,0.595383089,0.580227891,38,45,Ford
1975,3,10.3,5.54,8.6,52.7,0.595383089,0.580227891,39,45,Ford
1975,4,10.2,5.49,8.8,52.9,0.595383089,0.580227891,39,46,Ford
1975,4,10.2,5.49,8.8,52.9,0.595383089,0.580227891,44,37,Ford
1975,5,9.5,5.22,9.0,53.2,0.595383089,0.580227891,51,33,Ford
1975,5,9.5,5.22,9.0,53.2,0.595383089,0.580227891,40,43,Ford
1975,6,9.4,5.55,8.8,,0.595383089,0.580227891,52,33,Ford
1975,7,9.7,6.1,8.6,,0.595383089,0.580227891,,,
1975,8,8.6,6.14,8.4,54.3,0.595383089,0.580227891,46,37,Ford
1975,8,8.6,6.14,8.4,54.3,0.595383089,0.580227891,45,37,Ford
1975,9,7.9,6.24,8.4,54.6,0.595383089,0.580227891,45,38,Ford
1975,10,7.4,5.82,8.4,54.9,0.595383089,0.580227891,47,40,Ford
1975,10,7.4,5.82,8.4,54.9,0.595383089,0.580227891,47,37,Ford
1975,11,7.4,5.22,8.3,55.3,0.595383089,0.580227891,41,46,Ford
1975,11,7.4,5.22,8.3,55.3,0.595383089,0.580227891,44,44,Ford
1975,12,6.9,5.2,8.2,55.5,0.595383089,0.580227891,39,46,Ford
1975,12,6.9,5.2,8.2,55.5,0.595383089,0.580227891,46,37,Ford
1976,1,6.7,4.87,7.9,55.6,,,46,40,Ford
1976,1,6.7,4.87,7.9,55.6,,,45,45,Ford
1976,1,6.7,4.87,7.9,55.6,,,46,42,Ford
1976,2,6.3,4.77,7.7,55.8,,,48,38,Ford
1976,3,6.1,4.84,7.6,55.9,,,50,36,Ford
1976,4,6,4.82,7.7,56.1,,,48,41,Ford
1976,5,6.2,5.29,7.4,56.5,,,47,38,Ford
1976,6,6,5.48,7.6,,,,45,40,Ford
1976,7,5.4,5.31,7.8,,,,,,
1976,8,5.7,5.29,7.8,57.4,,,,,
1976,9,5.5,5.25,7.6,57.6,,,,,
1976,10,5.5,5.02,7.7,57.9,,,,,
1976,11,4.9,4.95,7.8,58.0,,,,,
1976,12,4.9,4.65,7.8,58.2,,,53,32,Ford
1977,1,5.2,4.61,7.5,58.5,0.58867247,0.572972789,,,
1977,2,5.9,4.68,7.6,59.1,0.58867247,0.572972789,71,9,Carter
1977,2,5.9,4.68,7.6,59.1,0.58867247,0.572972789,66,8,Carter
1977,3,6.4,4.69,7.4,59.5,0.58867247,0.572972789,72,10,Carter
1977,3,6.4,4.69,7.4,59.5,0.58867247,0.572972789,75,9,Carter
1977,3,6.4,4.69,7.4,59.5,0.58867247,0.572972789,70,9,Carter
1977,4,7,4.73,7.2,60.0,0.58867247,0.572972789,63,18,Carter
1977,4,7,4.73,7.2,60.0,0.58867247,0.572972789,63,18,Carter
1977,4,7,4.73,7.2,60.0,0.58867247,0.572972789,67,14,Carter
1977,5,6.7,5.35,7.0,60.3,0.58867247,0.572972789,64,19,Carter
1977,5,6.7,5.35,7.0,60.3,0.58867247,0.572972789,66,19,Carter
1977,6,6.9,5.39,7.2,,0.58867247,0.572972789,63,18,Carter
1977,6,6.9,5.39,7.2,,0.58867247,0.572972789,63,19,Carter
1977,7,6.8,5.42,6.9,,0.58867247,0.572972789,67,17,Carter
1977,7,6.8,5.42,6.9,,0.58867247,0.572972789,62,22,Carter
1977,8,6.6,5.9,7.0,61.2,0.58867247,0.572972789,66,16,Carter
1977,8,6.6,5.9,7.0,61.2,0.58867247,0.572972789,60,23,Carter
1977,9,6.6,6.14,6.8,61.4,0.58867247,0.572972789,54,29,Carter
1977,10,6.4,6.47,6.8,61.6,0.58867247,0.572972789,51,31,Carter
1977,10,6.4,6.47,6.8,61.6,0.58867247,0.572972789,54,30,Carter
