year,month,inflation,interest,unemployment,CPI,senate_pol,house_pol,approval,disapproval,president
2018,8,2.7,1.91,3.8,252.146,,,39,56,Trump
2018,8,2.7,1.91,3.8,252.146,,,41,54,Trump
2018,9,2.3,1.95,3.7,252.439,,,42,53,Trump
2018,9,2.3,1.95,3.7,252.439,,,40,56,Trump
2018,9,2.3,1.95,3.7,252.439,,,38,56,Trump
2018,9,2.3,1.95,3.7,252.439,,,40,54,Trump
2018,10,2.5,2.19,3.8,252.885,,,40,54,Trump
2018,10,2.5,2.19,3.8,252.885,,,44,50,Trump
2018,10,2.5,2.19,3.8,252.885,,,44,51,Trump
2018,10,2.5,2.19,3.8,252.885,,,43,53,Trump
2018,11,2.2,2.2,3.8,252.038,,,40,56,Trump
2018,11,2.2,2.2,3.8,252.038,,,38,60,Trump
2018,11,2.2,2.2,3.8,252.038,,,43,53,Trump
2018,11,2.2,2.2,3.8,252.038,,,38,56,Trump
2018,11,2.2,2.2,3.8,252.038,,,40,54,Trump
2018,12,1.9,2.27,3.9,251.233,,,39,55,Trump
2018,12,1.9,2.27,3.9,251.233,,,38,57,Trump
2018,12,1.9,2.27,3.9,251.233,,,40,56,Trump
2019,1,1.6,2.4,4.0,251.712,0.84078905,0.873305743,37,59,Trump
2019,1,1.6,2.4,4.0,251.712,0.84078905,0.873305743,37,59,Trump
2019,2,1.5,2.4,3.8,252.776,0.84078905,0.873305743,43,54,Trump
2019,2,1.5,2.4,3.8,252.776,0.84078905,0.873305743,44,52,Trump
2019,3,1.9,2.41,3.8,254.202,0.84078905,0.873305743,39,57,Trump
2019,4,2,2.42,3.7,255.548,0.84078905,0.873305743,46,50,Trump
2019,4,2,2.42,3.7,255.548,0.84078905,0.873305743,45,51,Trump
2019,5,1.8,2.39,3.6,256.092,0.84078905,0.873305743,40,55,Trump
2019,5,1.8,2.39,3.6,256.092,0.84078905,0.873305743,42,52,Trump
2019,6,1.6,2.38,3.6,,0.84078905,0.873305743,41,54,Trump
2019,6,1.6,2.38,3.6,,0.84078905,0.873305743,43,55,Trump
2019,7,1.8,2.4,3.7,,0.84078905,0.873305743,42,54,Trump
2019,7,1.8,2.4,3.7,,0.84078905,0.873305743,44,51,Trump
2019,8,1.7,2.13,3.6,256.558,0.84078905,0.873305743,39,57,Trump
2019,8,1.7,2.13,3.6,256.558,0.84078905,0.873305743,41,54,Trump
2019,9,1.7,2.04,3.5,256.759,0.84078905,0.873305743,40,56,Trump
2019,9,1.7,2.04,3.5,256.759,0.84078905,0.873305743,43,54,Trump
2019,10,1.8,1.83,3.6,257.346,0.84078905,0.873305743,41,57,Trump
2019,10,1.8,1.83,3.6,257.346,0.84078905,0.873305743,39,57,Trump
2019,11,2.1,1.55,3.6,257.208,0.84078905,0.873305743,43,54,Trump
2019,12,2.3,1.55,3.6,256.974,0.84078905,0.873305743,45,51,Trump
2020,1,2.5,1.55,3.6,257.971,,,49,50,Trump
2020,1,2.5,1.55,3.6,257.971,,,44,53,Trump
2020,2,2.3,1.58,3.5,258.678,,,47,51,Trump
2020,2,2.3,1.58,3.5,258.678,,,49,48,Trump
2020,3,1.5,0.65,4.4,258.115,,,49,45,Trump
2020,3,1.5,0.65,4.4,258.115,,,44,52,Trump
2020,4,0.3,0.05,14.8,256.389,,,49,47,Trump
2020,4,0.3,0.05,14.8,256.389,,,43,54,Trump
2020,5,0.1,0.05,13.2,256.394,,,39,57,Trump
2020,5,0.1,0.05,13.2,256.394,,,49,48,Trump
2020,6,0.6,0.08,11.0,,,,38,57,Trump
2020,7,1,0.09,10.2,,,,41,56,Trump
2020,8,1.3,0.1,8.4,259.918,,,42,55,Trump
2020,9,1.4,0.09,7.8,260.28,,,46,52,Trump
2020,9,1.4,0.09,7.8,260.28,,,42,56,Trump
2020,10,1.2,0.09,6.8,260.388,,,46,52,Trump
2020,10,1.2,0.09,6.8,260.388,,,43,55,Trump
2020,11,1.2,0.09,6.7,260.229,,,43,55,Trump
2020,12,1.4,0.09,6.7,260.474,,,39,57,Trump
2021,1,1.4,0.09,6.4,261.582,0.873316527,0.885473385,57,37,Biden
2021,1,1.4,0.09,6.4,261.582,0.873316527,0.885473385,34,62,Trump
2021,2,1.7,0.08,6.2,263.014,0.873316527,0.885473385,56,40,Biden
2021,3,2.6,0.07,6.1,264.877,0.873316527,0.885473385,54,42,Biden
2021,4,4.2,0.07,6.1,267.054,0.873316527,0.885473385,57,40,Biden
2021,5,5,0.06,5.8,269.195,0.873316527,0.885473385,54,40,Biden
2021,6,5.4,0.08,5.9,,0.873316527,0.885473385,56,42,Biden
2021,7,5.4,0.1,5.4,,0.873316527,0.885473385,50,45,Biden
2021,8,5.3,0.09,5.1,273.567,0.873316527,0.885473385,49,48,Biden
2021,9,5.4,0.08,4.7,274.31,0.873316527,0.885473385,43,55,Biden
2021,10,6.2,0.08,4.5,276.589,0.873316527,0.885473385,42,52,Biden
2021,11,6.8,0.08,4.1,277.948,0.873316527,0.885473385,42,55,Biden
2021,12,7,0.08,3.9,278.802,0.873316527,0.885473385,43,51,Biden
2022,1,7.5,0.08,4.0,281.148,,,40,56,Biden
2022,2,7.9,0.08,3.8,283.716,,,41,55,Biden
2022,3,8.5,0.2,3.6,287.504,,,42,54,Biden
2022,4,8.3,0.33,3.7,289.109,,,41,56,Biden
2022,5,8.6,0.77,3.6,292.296,,,41,54,Biden
2022,6,9.1,1.21,3.6,,,,41,57,Biden
2022,7,8.5,1.68,3.5,,,,38,59,Biden
2022,8,8.3,2.33,3.6,296.171,,,44,53,Biden
2022,9,8.2,2.56,3.5,296.808,,,42,56,Biden
2022,10,7.7,3.08,3.6,298.012,,,40,56,Biden
2022,11,7.1,3.78,3.6,297.711,,,40,55,Biden
2022,12,6.5,4.1,3.5,296.797,,,,,
2023,1,6.4,4.33,3.4,299.17,,,41,54,Biden
2023,2,6,4.57,3.6,300.84,,,42,54,Biden
2023,3,5,4.65,3.5,301.836,,,40,56,Biden
2023,4,4.9,4.83,3.4,303.363,,,37,59,Biden
2023,5,4,5.06,3.7,304.127,,,39,57,Biden
2023,6,3,5.08,3.6,,,,43,54,Biden
2023,7,3.2,5.12,3.5,,,,40,55,Biden
2023,8,3.7,5.33,3.8,307.026,,,42,53,Biden
2023,9,3.7,5.33,3.8,307.789,,,41,58,Biden
2023,10,3.2,5.33,3.8,307.671,,,37,59,Biden
2023,11,3.1,5.33,3.7,307.051,,,37,59,Biden
2023,12,3.4,5.33,3.7,306.746,,,39,59,Biden
2024,1,3.1,5.33,3.7,308.417,,,41,54,Biden
2024,2,3.2,5.33,3.9,310.326,,,38,59,Biden
2024,3,3.5,5.33,3.8,312.332,,,40,55,Biden
2024,4,3.4,5.33,3.9,313.548,,,38,58,Biden
2024,5,3.3,5.33,4.0,314.069,,,39,56,Biden
2024,6,3,5.33,4.1,,,,38,58,Biden
2024,7,,5.33,,,,,,,
2024,8,,,,,,,,,
2024,9,,,,,,,,,
2024,10,,,,,,,,,
2024,11,,,,,,,,,
2024,12,,,,,,,,,
